coo: 51.922896_4.463173;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2019-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;129.96;6.79;142.20;11.59;155.31;14.41;169.17;15.01;183.43;13.33;197.55;9.52;211.09;3.91;223.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.39;129.82;6.82;142.07;11.64;155.18;14.48;169.05;15.10;183.32;13.44;197.46;9.64;211.02;4.03;223.73;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.41;129.68;6.86;141.93;11.70;155.05;14.56;168.93;15.20;183.21;13.55;197.37;9.77;210.95;4.17;223.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.45;129.54;6.91;141.79;11.76;154.92;14.65;168.81;15.30;183.11;13.67;197.29;9.90;210.88;4.31;223.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.48;129.40;6.96;141.65;11.84;154.78;14.74;168.69;15.42;183.00;13.80;197.21;10.04;210.82;4.45;223.59;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.53;129.25;7.03;141.51;11.92;154.65;14.84;168.57;15.54;182.90;13.93;197.13;10.18;210.76;4.60;223.55;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.58;129.10;7.10;141.37;12.01;154.51;14.95;168.45;15.66;182.80;14.07;197.05;10.33;210.71;4.76;223.52;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.64;128.95;7.17;141.22;12.10;154.38;15.07;168.33;15.80;182.70;14.22;196.98;10.49;210.66;4.92;223.49;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.71;128.79;7.26;141.07;12.21;154.24;15.19;168.21;15.94;182.61;14.38;196.91;10.65;210.62;5.09;223.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.78;128.64;7.35;140.93;12.32;154.11;15.32;168.09;16.09;182.51;14.54;196.84;10.82;210.58;5.26;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.86;128.48;7.45;140.78;12.44;153.97;15.46;167.97;16.24;182.42;14.71;196.78;11.00;210.54;5.44;223.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.95;128.32;7.55;140.63;12.56;153.83;15.61;167.86;16.40;182.33;14.88;196.72;11.18;210.51;5.63;223.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.05;128.16;7.67;140.47;12.70;153.70;15.76;167.74;16.57;182.24;15.06;196.66;11.37;210.48;5.82;223.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.15;127.99;7.79;140.32;12.84;153.56;15.92;167.63;16.75;182.16;15.25;196.61;11.56;210.46;6.01;223.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.26;127.83;7.91;140.17;12.98;153.42;16.08;167.51;16.93;182.07;15.44;196.56;11.76;210.44;6.21;223.44;-0.81;235.56;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.37;127.66;8.05;140.01;13.14;153.29;16.26;167.40;17.12;181.99;15.64;196.51;11.96;210.43;6.41;223.46;-0.61;235.60;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.50;127.49;8.19;139.86;13.30;153.15;16.44;167.29;17.32;181.92;15.85;196.47;12.17;210.42;6.62;223.48;-0.40;235.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.63;127.32;8.34;139.70;13.47;153.02;16.62;167.18;17.52;181.84;16.06;196.43;12.39;210.41;6.84;223.50;-0.19;235.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.76;127.15;8.49;139.55;13.64;152.88;16.82;167.08;17.73;181.77;16.27;196.39;12.61;210.41;7.06;223.53;0.02;235.74;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.91;126.98;8.65;139.39;13.82;152.74;17.02;166.97;17.94;181.70;16.50;196.36;12.83;210.42;7.28;223.56;0.24;235.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.06;126.81;8.82;139.23;14.01;152.61;17.23;166.87;18.16;181.63;16.73;196.34;13.06;210.43;7.51;223.60;0.46;235.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.21;126.63;9.00;139.08;14.21;152.48;17.44;166.76;18.39;181.57;16.96;196.31;13.30;210.44;7.74;223.65;0.69;235.93;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.38;126.46;9.18;138.92;14.41;152.34;17.66;166.66;18.62;181.51;17.20;196.30;13.54;210.46;7.97;223.70;0.92;236.00;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.55;126.28;9.37;138.76;14.62;152.21;17.88;166.56;18.86;181.45;17.44;196.28;13.78;210.49;8.21;223.76;1.15;236.08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.72;126.11;9.56;138.60;14.83;152.08;18.12;166.47;19.11;181.40;17.69;196.27;14.03;210.52;8.45;223.82;1.38;236.17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.91;125.93;9.76;138.45;15.05;151.95;18.35;166.37;19.36;181.34;17.95;196.26;14.28;210.55;8.70;223.89;1.62;236.26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.10;125.75;9.97;138.29;15.28;151.82;18.60;166.28;19.61;181.30;18.21;196.26;14.54;210.59;8.95;223.96;1.87;236.36;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.29;125.58;10.19;138.13;15.51;151.69;18.85;166.19;19.87;181.25;18.47;196.26;14.80;210.64;9.21;224.04;2.11;236.46;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.49;125.40;10.41;137.98;15.75;151.56;19.11;166.10;20.14;181.21;18.74;196.27;15.07;210.68;9.46;224.12;2.36;236.57;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.70;125.22;10.63;137.82;16.00;151.43;19.37;166.01;20.41;181.17;19.02;196.28;15.34;210.74;9.72;224.21;2.61;236.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-01-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.92;125.04;10.87;137.66;16.25;151.31;19.63;165.92;20.69;181.13;19.30;196.29;15.61;210.80;9.99;224.30;2.86;236.80;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.14;124.86;11.10;137.51;16.51;151.18;19.91;165.84;20.97;181.10;19.58;196.31;15.89;210.86;10.26;224.40;3.12;236.93;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.36;124.68;11.35;137.35;16.77;151.06;20.19;165.76;21.26;181.07;19.87;196.34;16.17;210.93;10.53;224.50;3.38;237.06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.60;124.51;11.60;137.19;17.04;150.93;20.47;165.68;21.55;181.05;20.16;196.36;16.46;211.00;10.80;224.61;3.64;237.19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.83;124.33;11.85;137.04;17.31;150.81;20.76;165.61;21.85;181.02;20.46;196.40;16.75;211.08;11.08;224.73;3.90;237.33;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.08;124.15;12.11;136.88;17.59;150.69;21.05;165.53;22.15;181.00;20.76;196.43;17.04;211.17;11.35;224.85;4.17;237.48;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.33;123.97;12.38;136.73;17.87;150.57;21.35;165.46;22.46;180.99;21.06;196.47;17.33;211.26;11.64;224.98;4.43;237.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.58;123.79;12.65;136.58;18.16;150.46;21.65;165.39;22.77;180.98;21.37;196.52;17.63;211.35;11.92;225.11;4.70;237.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.84;123.61;12.93;136.42;18.46;150.34;21.96;165.32;23.08;180.97;21.68;196.57;17.93;211.45;12.20;225.24;4.97;237.95;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.10;123.44;13.21;136.27;18.76;150.22;22.28;165.26;23.40;180.96;22.00;196.62;18.23;211.55;12.49;225.38;5.25;238.12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.37;123.26;13.50;136.12;19.06;150.11;22.59;165.20;23.72;180.96;22.32;196.68;18.54;211.66;12.78;225.53;5.52;238.29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.65;123.08;13.79;135.97;19.37;150.00;22.92;165.14;24.05;180.96;22.64;196.74;18.85;211.78;13.08;225.68;5.80;238.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.93;122.91;14.09;135.82;19.68;149.89;23.24;165.08;24.38;180.97;22.96;196.81;19.16;211.90;13.37;225.84;6.08;238.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.21;122.73;14.39;135.67;20.00;149.78;23.57;165.02;24.72;180.97;23.29;196.88;19.47;212.02;13.67;226.00;6.35;238.84;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.78;110.48;7.50;122.55;14.69;135.52;20.32;149.67;23.91;164.97;25.05;180.99;23.62;196.96;19.79;212.15;13.96;226.16;6.63;239.03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.50;110.29;7.80;122.38;15.00;135.38;20.65;149.56;24.25;164.92;25.39;181.00;23.96;197.04;20.11;212.28;14.26;226.33;6.92;239.22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.21;110.10;8.09;122.20;15.32;135.23;20.98;149.46;24.59;164.87;25.74;181.02;24.29;197.12;20.43;212.42;14.57;226.51;7.20;239.42;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.08;109.90;8.40;122.03;15.64;135.08;21.32;149.35;24.93;164.83;26.09;181.04;24.63;197.21;20.75;212.56;14.87;226.69;7.48;239.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.37;109.71;8.70;121.85;15.96;134.94;21.66;149.25;25.28;164.78;26.44;181.07;24.98;197.30;21.08;212.71;15.17;226.88;7.77;239.84;-0.65;251.92;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.67;109.52;9.01;121.68;16.29;134.79;22.00;149.15;25.64;164.74;26.79;181.10;25.32;197.40;21.40;212.86;15.48;227.07;8.05;240.05;-0.38;252.15;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.97;109.32;9.33;121.51;16.62;134.65;22.34;149.05;25.99;164.70;27.15;181.13;25.67;197.50;21.73;213.02;15.78;227.26;8.34;240.27;-0.11;252.38;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.28;109.13;9.65;121.33;16.95;134.51;22.69;148.95;26.35;164.67;27.51;181.17;26.02;197.61;22.06;213.18;16.09;227.46;8.63;240.49;0.17;252.62;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.59;108.94;9.97;121.16;17.29;134.36;23.05;148.86;26.72;164.63;27.87;181.20;26.37;197.72;22.39;213.34;16.40;227.66;8.92;240.72;0.44;252.86;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.90;108.75;10.29;120.99;17.63;134.22;23.40;148.76;27.08;164.60;28.24;181.25;26.72;197.83;22.72;213.51;16.71;227.87;9.21;240.95;0.71;253.11;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.21;108.56;10.62;120.82;17.97;134.08;23.76;148.67;27.45;164.57;28.61;181.29;27.07;197.95;23.06;213.69;17.02;228.08;9.49;241.18;0.99;253.36;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.53;108.37;10.95;120.65;18.32;133.94;24.12;148.57;27.82;164.54;28.98;181.34;27.43;198.07;23.39;213.87;17.33;228.30;9.78;241.42;1.26;253.61;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.86;108.18;11.29;120.48;18.67;133.80;24.49;148.48;28.20;164.51;29.35;181.39;27.79;198.20;23.73;214.05;17.64;228.52;10.07;241.67;1.54;253.87;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.18;107.99;11.63;120.31;19.03;133.66;24.86;148.39;28.57;164.49;29.72;181.45;28.15;198.33;24.06;214.24;17.95;228.74;10.36;241.91;1.81;254.12;--;--;--;--;--;--;--;--;--;--;--;--;
2019-02-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.51;107.80;11.97;120.14;19.38;133.52;25.23;148.30;28.95;164.47;30.10;181.51;28.51;198.46;24.40;214.43;18.26;228.97;10.65;242.16;2.09;254.39;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.85;107.61;12.31;119.97;19.74;133.39;25.60;148.21;29.33;164.45;30.48;181.57;28.87;198.60;24.74;214.62;18.58;229.20;10.95;242.41;2.36;254.65;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.18;107.43;12.66;119.80;20.10;133.25;25.98;148.12;29.72;164.43;30.86;181.63;29.24;198.74;25.08;214.82;18.89;229.43;11.24;242.67;2.64;254.92;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.52;107.24;13.01;119.63;20.47;133.11;26.36;148.04;30.10;164.42;31.24;181.70;29.60;198.89;25.42;215.02;19.20;229.67;11.53;242.93;2.91;255.19;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.86;107.05;13.36;119.47;20.83;132.98;26.74;147.95;30.49;164.40;31.62;181.77;29.97;199.04;25.76;215.23;19.52;229.92;11.82;243.19;3.19;255.47;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.20;106.87;13.71;119.30;21.20;132.84;27.12;147.87;30.88;164.39;32.01;181.84;30.33;199.19;26.10;215.44;19.83;230.16;12.11;243.46;3.46;255.74;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.55;106.68;14.07;119.13;21.57;132.71;27.50;147.78;31.27;164.38;32.39;181.92;30.70;199.34;26.44;215.66;20.14;230.41;12.40;243.73;3.74;256.02;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.89;106.50;14.43;118.97;21.94;132.57;27.89;147.70;31.66;164.37;32.78;182.00;31.07;199.50;26.78;215.88;20.46;230.67;12.69;244.00;4.01;256.30;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.24;106.31;14.79;118.80;22.32;132.44;28.27;147.62;32.06;164.36;33.17;182.08;31.44;199.67;27.12;216.10;20.77;230.92;12.98;244.27;4.29;256.59;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.59;106.13;15.15;118.63;22.69;132.30;28.66;147.54;32.45;164.36;33.56;182.17;31.81;199.84;27.46;216.32;21.08;231.18;13.27;244.55;4.56;256.87;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.94;105.95;15.51;118.47;23.07;132.17;29.05;147.45;32.85;164.35;33.95;182.25;32.18;200.01;27.80;216.55;21.39;231.44;13.56;244.83;4.84;257.16;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.30;105.76;15.88;118.30;23.45;132.03;29.44;147.37;33.25;164.35;34.34;182.34;32.54;200.18;28.14;216.78;21.71;231.71;13.85;245.11;5.11;257.45;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.65;105.58;16.24;118.14;23.83;131.90;29.84;147.30;33.65;164.35;34.73;182.44;32.91;200.36;28.49;217.02;22.02;231.98;14.14;245.39;5.38;257.74;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.01;105.40;16.61;117.97;24.21;131.77;30.23;147.22;34.05;164.35;35.12;182.53;33.28;200.54;28.83;217.26;22.33;232.25;14.42;245.68;5.66;258.03;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-14;--;--;--;--;--;--;--;--;--;--;--;--;-0.76;93.29;8.37;105.22;16.98;117.81;24.59;131.63;30.63;147.14;34.45;164.35;35.51;182.63;33.65;200.72;29.17;217.50;22.64;232.52;14.71;245.97;5.93;258.33;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-15;--;--;--;--;--;--;--;--;--;--;--;--;-0.41;93.10;8.72;105.04;17.34;117.64;24.97;131.50;31.02;147.06;34.85;164.36;35.91;182.73;34.02;200.90;29.51;217.74;22.95;232.80;15.00;246.26;6.20;258.62;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-16;--;--;--;--;--;--;--;--;--;--;--;--;-0.06;92.92;9.08;104.86;17.71;117.48;25.35;131.37;31.42;146.98;35.25;164.36;36.30;182.83;34.39;201.09;29.84;217.99;23.26;233.08;15.28;246.55;6.47;258.92;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-17;--;--;--;--;--;--;--;--;--;--;--;--;0.30;92.73;9.44;104.67;18.08;117.31;25.74;131.24;31.81;146.90;35.65;164.37;36.69;182.93;34.76;201.28;30.18;218.24;23.57;233.36;15.57;246.84;6.75;259.22;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-18;--;--;--;--;--;--;--;--;--;--;--;--;0.66;92.54;9.80;104.49;18.45;117.15;26.12;131.10;32.21;146.83;36.05;164.37;37.08;183.04;35.13;201.48;30.52;218.49;23.87;233.64;15.85;247.14;7.02;259.52;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-19;--;--;--;--;--;--;--;--;--;--;--;--;1.01;92.36;10.16;104.31;18.82;116.98;26.50;130.97;32.61;146.75;36.45;164.38;37.48;183.15;35.50;201.68;30.86;218.75;24.18;233.92;16.14;247.43;7.29;259.82;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-20;--;--;--;--;--;--;--;--;--;--;--;--;1.37;92.17;10.52;104.13;19.19;116.82;26.89;130.84;33.00;146.67;36.86;164.39;37.87;183.26;35.87;201.87;31.19;219.01;24.49;234.21;16.42;247.73;7.56;260.12;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-21;--;--;--;--;--;--;--;--;--;--;--;--;1.72;91.98;10.89;103.95;19.56;116.65;27.27;130.70;33.40;146.60;37.26;164.40;38.26;183.37;36.24;202.08;31.53;219.27;24.79;234.50;16.70;248.03;7.82;260.42;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-22;--;--;--;--;--;--;--;--;--;--;--;--;2.08;91.80;11.25;103.77;19.93;116.49;27.65;130.57;33.80;146.52;37.66;164.41;38.65;183.48;36.60;202.28;31.86;219.53;25.10;234.79;16.98;248.33;8.09;260.72;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-23;--;--;--;--;--;--;--;--;--;--;--;--;2.44;91.61;11.61;103.59;20.30;116.32;28.04;130.43;34.19;146.44;38.06;164.42;39.05;183.60;36.97;202.49;32.20;219.79;25.40;235.08;17.26;248.63;8.36;261.03;--;--;--;--;--;--;--;--;--;--;--;--;
2019-03-24;--;--;--;--;--;--;--;--;--;--;--;--;2.80;91.43;11.97;103.41;20.67;116.15;28.42;130.30;34.59;146.36;38.46;164.43;39.44;183.71;37.33;202.70;32.53;220.06;25.70;235.37;17.54;248.93;8.63;261.33;-0.59;273.21;--;--;--;--;--;--;--;--;--;--;
2019-03-25;--;--;--;--;--;--;--;--;--;--;--;--;3.15;91.25;12.33;103.23;21.04;115.99;28.80;130.16;34.98;146.29;38.86;164.44;39.83;183.83;37.70;202.91;32.86;220.33;26.00;235.67;17.82;249.24;8.89;261.63;-0.32;273.51;--;--;--;--;--;--;--;--;--;--;
2019-03-26;--;--;--;--;--;--;--;--;--;--;--;--;3.51;91.06;12.69;103.05;21.41;115.82;29.19;130.03;35.38;146.21;39.26;164.46;40.22;183.95;38.06;203.12;33.19;220.60;26.30;235.96;18.10;249.54;9.16;261.94;-0.06;273.81;--;--;--;--;--;--;--;--;--;--;
2019-03-27;--;--;--;--;--;--;--;--;--;--;--;--;3.86;90.88;13.05;102.87;21.78;115.65;29.57;129.89;35.77;146.13;39.66;164.47;40.60;184.07;38.42;203.33;33.52;220.87;26.60;236.26;18.37;249.84;9.42;262.24;0.20;274.11;--;--;--;--;--;--;--;--;--;--;
2019-03-28;--;--;--;--;--;--;--;--;--;--;--;--;4.22;90.70;13.40;102.69;22.15;115.49;29.95;129.75;36.17;146.05;40.06;164.48;40.99;184.20;38.78;203.55;33.84;221.14;26.89;236.56;18.65;250.15;9.68;262.54;0.46;274.41;--;--;--;--;--;--;--;--;--;--;
2019-03-29;--;--;--;--;--;--;--;--;--;--;--;--;4.57;90.52;13.76;102.51;22.51;115.32;30.33;129.61;36.56;145.97;40.46;164.49;41.38;184.32;39.14;203.77;34.17;221.42;27.19;236.86;18.92;250.45;9.95;262.85;0.72;274.71;--;--;--;--;--;--;--;--;--;--;
2019-03-30;--;--;--;--;--;--;--;--;--;--;--;--;4.92;90.33;14.12;102.33;22.88;115.15;30.70;129.48;36.95;145.89;40.85;164.51;41.76;184.44;39.50;203.99;34.49;221.69;27.48;237.16;19.19;250.75;10.21;263.15;0.98;275.01;--;--;--;--;--;--;--;--;--;--;
2019-03-31;--;--;--;--;--;--;--;--;--;--;--;--;5.27;90.15;14.47;102.15;23.24;114.98;31.08;129.34;37.34;145.81;41.25;164.52;42.15;184.57;39.86;204.21;34.82;221.97;27.77;237.45;19.46;251.06;10.47;263.45;1.24;275.31;--;--;--;--;--;--;--;--;--;--;
2019-04-01;--;--;--;--;--;--;--;--;--;--;--;--;5.62;89.97;14.82;101.97;23.60;114.81;31.46;129.20;37.73;145.73;41.64;164.53;42.53;184.70;40.21;204.43;35.14;222.25;28.07;237.75;19.73;251.36;10.73;263.75;1.50;275.60;--;--;--;--;--;--;--;--;--;--;
2019-04-02;--;--;--;--;--;--;--;--;--;--;--;--;5.97;89.79;15.18;101.79;23.96;114.64;31.83;129.05;38.12;145.65;42.03;164.54;42.91;184.82;40.57;204.66;35.46;222.53;28.35;238.06;20.00;251.67;10.98;264.05;1.76;275.90;--;--;--;--;--;--;--;--;--;--;
2019-04-03;--;--;--;--;--;--;--;--;--;--;--;--;6.32;89.61;15.53;101.61;24.32;114.47;32.20;128.91;38.50;145.56;42.43;164.56;43.29;184.95;40.92;204.88;35.77;222.81;28.64;238.36;20.27;251.97;11.24;264.35;2.02;276.19;--;--;--;--;--;--;--;--;--;--;
